Year,Ceremony,Award,Winner,Name,Film
1936,9,Outstanding Production,,Universal,Three Smart Girls 
1936,9,Short Subject (Cartoon),1,Walt Disney: Producer,The Country Cousin 
1936,9,Short Subject (Cartoon),,Harman-Ising,Old Mill Pond 
1936,9,Short Subject (Cartoon),,Paramount,Sinbad the Sailor 
1936,9,Short Subject (Color),1,Warner Brothers,Give Me Liberty 
1936,9,Short Subject (Color),,Lewis Lewyn: Producer,La Fiesta de Santa Barbara 
1936,9,Short Subject (Color),,Paramount,Popular Science J-6-2
1936,9,Short Subject (One Reel),1,Hal Roach: Producer,Bored of Education 
1936,9,Short Subject (One Reel),,Paramount,Moscow Moods 
1936,9,Short Subject (One Reel),,Pete Smith: Producer,"Wanted, a Master "
1936,9,Short Subject (Two Reel),,Warner Brothers,Double or Nothing 
1936,9,Short Subject (Two Reel),,RKO Radio,Dummy Ache 
1936,9,Short Subject (Two Reel),1,Metro-Goldwyn-Mayer,The Public Pays 
1936,9,Sound Recording,,"E. H. Hansen: Sound Director, 20th Century-Fox Studio Sound Department",Banjo on My Knee 
1936,9,Sound Recording,,"Nathan Levinson: Sound Director, Warner Brothers Studio Sound Department",The Charge of the Light Brigade 
1936,9,Sound Recording,,"Thomas T. Moulton: Sound Director, United Artists Studio Sound Department",Dodsworth 
1936,9,Sound Recording,,"Elmer A. Raguse: Sound Director, Hal Roach Studio Sound Department, ",General Spanky 
1936,9,Sound Recording,,"John Livadary: Sound Director, Columbia Studio Sound Department",Mr. Deeds Goes to Town 
1936,9,Sound Recording,1,"Douglas Shearer: Sound Director, Metro-Goldwyn-Mayer Studio Sound Department",San Francisco 
1936,9,Sound Recording,,"Franklin B. Hansen: Sound Director, Paramount Studio Sound Department",The Texas Rangers 
1936,9,Sound Recording,,"J. O. Aalberg: Sound Director, RKO Radio Studio Sound Department",That Girl from Paris 
1936,9,Sound Recording,,"Homer G. Tasker: Sound Director, Universal Studio Sound Department",Three Smart Girls 
1936,9,Writing (Original Story),,Norman Krasna,Fury 
1936,9,Writing (Original Story),,William Anthony McGuire,The Great Ziegfeld 
1936,9,Writing (Original Story),,Robert Hopkins,San Francisco 
1936,9,Writing (Original Story),1,Pierre Collings; Sheridan Gibney,The Story of Louis Pasteur 
1936,9,Writing (Original Story),,Adele Comandini,Three Smart Girls 
1936,9,Writing (Screenplay),,Frances Goodrich; Albert Hackett,After the Thin Man 
1936,9,Writing (Screenplay),,Sidney Howard,Dodsworth 
1936,9,Writing (Screenplay),,Robert Riskin,Mr. Deeds Goes to Town 
1936,9,Writing (Screenplay),,Eric Hatch; Morris Ryskind,My Man Godfrey 
1936,9,Writing (Screenplay),1,Pierre Collings; Sheridan Gibney,The Story of Louis Pasteur 
1936,9,Special Award,1,W. Howard Greene; Harold Rosson,The Garden of Allah
1937,10,Actor,,Charles Boyer,Conquest
1937,10,Actor,,Fredric March,A Star Is Born
1937,10,Actor,,Robert Montgomery,Night Must Fall
1937,10,Actor,,Paul Muni,The Life of Emile Zola
1937,10,Actor,1,Spencer Tracy,Captains Courageous
1937,10,Actor in a Supporting Role,,Ralph Bellamy,The Awful Truth
1937,10,Actor in a Supporting Role,,Thomas Mitchell,The Hurricane
1937,10,Actor in a Supporting Role,1,Joseph Schildkraut,The Life of Emile Zola
1937,10,Actor in a Supporting Role,,H. B. Warner,Lost Horizon
1937,10,Actor in a Supporting Role,,Roland Young,Topper
1937,10,Actress,,Irene Dunne,The Awful Truth
1937,10,Actress,,Greta Garbo,Camille
1937,10,Actress,,Janet Gaynor,A Star Is Born
1937,10,Actress,1,Luise Rainer,The Good Earth
1937,10,Actress,,Barbara Stanwyck,Stella Dallas
1937,10,Actress in a Supporting Role,1,Alice Brady,In Old Chicago
1937,10,Actress in a Supporting Role,,Andrea Leeds,Stage Door
1937,10,Actress in a Supporting Role,,Anne Shirley,Stella Dallas
1937,10,Actress in a Supporting Role,,Claire Trevor,Dead End
1937,10,Actress in a Supporting Role,,Dame May Whitty,Night Must Fall
1937,10,Art Direction,,Cedric Gibbons; William Horning,Conquest 
1937,10,Art Direction,,Carroll Clark,A Damsel in Distress 
1937,10,Art Direction,,Richard Day,Dead End 
1937,10,Art Direction,,Wiard Ihnen,Every Day's a Holiday 
1937,10,Art Direction,,Anton Grot,The Life of Emile Zola 
1937,10,Art Direction,1,Stephen Goosson,Lost Horizon 
1937,10,Art Direction,,John Victor Mackay,Manhattan Merry-Go-Round 
1937,10,Art Direction,,Lyle Wheeler,The Prisoner of Zenda 
1937,10,Art Direction,,Hans Dreier; Roland Anderson,Souls at Sea 
1937,10,Art Direction,,Alexander Toluboff,Walter Wanger's Vogues of 1938
1937,10,Art Direction,,William S. Darling; David Hall,Wee Willie Winkie 
1937,10,Art Direction,,Jack Otterson,You're a Sweetheart 
1937,10,Assistant Director,1,Robert Webb,In Old Chicago 
1937,10,Assistant Director,,Russ Saunders,The Life of Emile Zola 
1937,10,Assistant Director,,"C. C. Coleman, Jr.",Lost Horizon 
1937,10,Assistant Director,,Hal Walker,Souls at Sea 
1937,10,Assistant Director,,Eric Stacey,A Star Is Born 
1937,10,Cinematography,,Gregg Toland,Dead End 
1937,10,Cinematography,1,Karl Freund,The Good Earth 
1937,10,Cinematography,,Joseph Valentine,Wings over Honolulu 
1937,10,Dance Direction,,Busby Berkeley,Varsity Show: The Finale
1937,10,Dance Direction,,Bobby Connolly,"Ready, Willing and Able: Too Marvelous for Words"
1937,10,Dance Direction,,Dave Gould,A Day at the Races: All God's Children Got Rhythm
1937,10,Dance Direction,,Sammy Lee,Ali Baba Goes to Town: Swing Is Here to Stay
1937,10,Dance Direction,,Harry Losee,Thin Ice: Prince Igor Suite
1937,10,Dance Direction,1,Hermes Pan,A Damsel in Distress: Fun House
1937,10,Dance Direction,,LeRoy Prinz,Waikiki Wedding: Luau
1937,10,Directing,1,Leo McCarey,The Awful Truth 
1937,10,Directing,,Sidney Franklin,The Good Earth 
1937,10,Directing,,William Dieterle,The Life of Emile Zola 
1937,10,Directing,,Gregory La Cava,Stage Door 
1937,10,Directing,,William Wellman,A Star Is Born 
1937,10,Film Editing,,Al Clark,The Awful Truth 
1937,10,Film Editing,,Elmo Veron,Captains Courageous 
1937,10,Film Editing,,Basil Wrangell,The Good Earth 
1937,10,Film Editing,1,Gene Havlick; Gene Milford,Lost Horizon 
1937,10,Film Editing,,Bernard W. Burton,One Hundred Men and a Girl 
1937,10,Music (Scoring),,"Alfred Newman: head of department, Samuel Goldwyn Studio Music Department",The Hurricane 
1937,10,Music (Scoring),,"Louis Silvers: head of department, 20th Century-Fox Studio Music Department",In Old Chicago 
1937,10,Music (Scoring),,"Leo Forbstein: head of department, Warner Brothers Studio Music Department",The Life of Emile Zola 
1937,10,Music (Scoring),,"Morris Stoloff: head of department, Columbia Studio Music Department; Dimitri Tiomkin",Lost Horizon 
1937,10,Music (Scoring),,"Dr. Hugo Riesenfeld: musical director, Principal Productions;",Make a Wish 
1937,10,Music (Scoring),,"Nat W. Finston: head of department, Metro-Goldwyn-Mayer Studio Music Department; Herbert Stothart",Maytime 
1937,10,Music (Scoring),1,"Charles Previn: head of department, Universal Studio Music Department",One Hundred Men and a Girl 
1937,10,Music (Scoring),,"Alberto Colombo: head of department, Republic Studio Music Department",Portia on Trial 
1937,10,Music (Scoring),,"Alfred Newman: musical director, Selznick International Pictures Music Department",The Prisoner of Zenda 
1937,10,Music (Scoring),,"Roy Webb: musical director, RKO Radio Studio Music Department",Quality Street 
1937,10,Music (Scoring),,"Leigh Harline: head of department, Walt Disney Studio Music Department; Frank Churchill; Paul J. Smith",Snow White and the Seven Dwarfs 
1937,10,Music (Scoring),,"C. Bakaleinikoff: musical director, Grand National Studio Music Department; Victor Schertzinger;",Something to Sing About 
1937,10,Music (Scoring),,"Boris Morros: head of department, Paramount Studio Music Department; W. Franke Harling; Milan Roder",Souls at Sea 
1937,10,Music (Scoring),,"Marvin Hatley: head of department, Hal Roach Studio Music Department",Way Out West 
1937,10,Music (Song),,Harry Warren: Music; Al Dubin: Lyrics,"Mr. Dodd Takes the Air: ""Remember Me"""
1937,10,Music (Song),1,"Harry Owens: Music, Lyrics","Waikiki Wedding: ""Sweet Leilani"""
1937,10,Music (Song),,Sammy Fain: Music; Lew Brown: Lyrics,"Walter Wanger's Vogues: ""That Old Feeling"""
1937,10,Music (Song),,George Gershwin: Music; Ira Gershwin: Lyrics,"Shall We Dance: ""They Can't Take That Away From Me"""
1937,10,Music (Song),,Frederick Hollander: Music; Leo Robin: Lyrics,"Artists and Models: ""Whispers In The Dark"""
1937,10,Outstanding Production,,Columbia,The Awful Truth 
1937,10,Outstanding Production,,Metro-Goldwyn-Mayer,Captains Courageous 
1937,10,Outstanding Production,,Samuel Goldwyn Productions,Dead End 
1937,10,Outstanding Production,,Metro-Goldwyn-Mayer,The Good Earth 
1937,10,Outstanding Production,,20th Century-Fox,In Old Chicago 
1937,10,Outstanding Production,1,Warner Brothers,The Life of Emile Zola 
1937,10,Outstanding Production,,Columbia,Lost Horizon 
1937,10,Outstanding Production,,Universal,One Hundred Men and a Girl 
1937,10,Outstanding Production,,RKO Radio,Stage Door 
1937,10,Outstanding Production,,Selznick International Pictures,A Star Is Born 
1937,10,Short Subject (Cartoon),,Paramount,Educated Fish 
1937,10,Short Subject (Cartoon),,Charles Mintz: Producer,The Little Match Girl 
1937,10,Short Subject (Cartoon),1,Walt Disney: Producer,The Old Mill 
1937,10,Short Subject (Color),,Warner Brothers,The Man without a Country 
1937,10,Short Subject (Color),1,Pete Smith: Producer,Penny Wisdom 
1937,10,Short Subject (Color),,Paramount,Popular Science J-7-1
1937,10,Short Subject (One Reel),,Metro-Goldwyn-Mayer,A Night at the Movies 
1937,10,Short Subject (One Reel),1,Skibo Productions,The Private Life of the Gannets 
1937,10,Short Subject (One Reel),,Pete Smith: Producer,Romance of Radium 
1937,10,Short Subject (Two Reel),,RKO Radio,Deep South 
1937,10,Short Subject (Two Reel),,RKO Radio,Should Wives Work? 
1937,10,Short Subject (Two Reel),1,Metro-Goldwyn-Mayer,Torture Money 
1937,10,Sound Recording,,"A. E. Kaye: Sound Director, Grand National Studio Sound Department",The Girl Said No 
1937,10,Sound Recording,,"John Aalberg: Sound Director, RKO Radio Studio Sound Department",Hitting a New High 
1937,10,Sound Recording,1,"Thomas T. Moulton: Sound Director, United Artists Studio Sound Department",The Hurricane 
1937,10,Sound Recording,,"E. H. Hansen: Sound Director, 20th Century-Fox Studio Sound Department",In Old Chicago 
1937,10,Sound Recording,,"Nathan Levinson: Sound Director, Warner Brothers Studio Sound Department",The Life of Emile Zola 
1937,10,Sound Recording,,"John Livadary: Sound Director, Columbia Studio Sound Department",Lost Horizon 
1937,10,Sound Recording,,"Douglas Shearer: Sound Director, Metro-Goldwyn-Mayer Studio Sound Department",Maytime 
1937,10,Sound Recording,,"Homer G. Tasker: Sound Director, Universal Studio Sound Department",One Hundred Men and a Girl 
1937,10,Sound Recording,,"Elmer A. Raguse: Sound Director, Hal Roach Studio Sound Department",Topper 
1937,10,Sound Recording,,"Loren L. Ryder: Sound Director, Paramount Studio Sound Department",Wells Fargo 
1937,10,Writing (Original Story),,Robert Lord,Black Legion 
1937,10,Writing (Original Story),,Niven Busch,In Old Chicago 
1937,10,Writing (Original Story),,Heinz Herald; Geza Herczeg,The Life of Emile Zola 
1937,10,Writing (Original Story),,Hans Kraly,One Hundred Men and a Girl 
1937,10,Writing (Original Story),1,William A. Wellman; Robert Carson,A Star Is Born 
1937,10,Writing (Screenplay),,Vina Delmar,The Awful Truth 
1937,10,Writing (Screenplay),,John Lee Mahin; Marc Connelly; Dale Van Every,Captains Courageous 
1937,10,Writing (Screenplay),1,Norman Reilly Raine; Heinz Herald; Geza Herczeg,The Life of Emile Zola 
1937,10,Writing (Screenplay),,Morris Ryskind; Anthony Veiller,Stage Door 
1937,10,Writing (Screenplay),,Dorothy Parker; Alan Campbell; Robert Carson,A Star Is Born 
1937,10,Special Award,1,Edgar Bergen,Charlie McCarthy
1937,10,Special Award,1,W. Howard Greene,A Star Is Born
1938,11,Actor,,Charles Boyer,Algiers
1938,11,Actor,,James Cagney,Angels with Dirty Faces
1938,11,Actor,,Robert Donat,The Citadel
1938,11,Actor,,Leslie Howard,Pygmalion
1938,11,Actor,1,Spencer Tracy,Boys Town
1938,11,Actor in a Supporting Role,1,Walter Brennan,Kentucky
1938,11,Actor in a Supporting Role,,John Garfield,Four Daughters
1938,11,Actor in a Supporting Role,,Gene Lockhart,Algiers
1938,11,Actor in a Supporting Role,,Robert Morley,Marie Antoinette
1938,11,Actor in a Supporting Role,,Basil Rathbone,If I Were King
1938,11,Actress,,Fay Bainter,White Banners
1938,11,Actress,1,Bette Davis,Jezebel
1938,11,Actress,,Wendy Hiller,Pygmalion
1938,11,Actress,,Norma Shearer,Marie Antoinette
1938,11,Actress,,Margaret Sullavan,Three Comrades
1938,11,Actress in a Supporting Role,1,Fay Bainter,Jezebel
1938,11,Actress in a Supporting Role,,Beulah Bondi,Of Human Hearts
1938,11,Actress in a Supporting Role,,Billie Burke,Merrily We Live
1938,11,Actress in a Supporting Role,,Spring Byington,You Can't Take It with You
1938,11,Actress in a Supporting Role,,Miliza Korjus,The Great Waltz
1938,11,Art Direction,1,Carl J. Weyl,The Adventures of Robin Hood 
1938,11,Art Direction,,Lyle Wheeler,The Adventures of Tom Sawyer 
1938,11,Art Direction,,Bernard Herzbrun; Boris Leven,Alexander's Ragtime Band 
1938,11,Art Direction,,Alexander Toluboff,Algiers 
1938,11,Art Direction,,Van Nest Polglase,Carefree 
1938,11,Art Direction,,Richard Day,The Goldwyn Follies 
1938,11,Art Direction,,Stephen Goosson; Lionel Banks,Holiday 
1938,11,Art Direction,,Hans Dreier; John Goodman,If I Were King 
1938,11,Art Direction,,Jack Otterson,Mad about Music 
1938,11,Art Direction,,Cedric Gibbons,Marie Antoinette 
1938,11,Art Direction,,Charles D. Hall,Merrily We Live 
1938,11,Cinematography,,James Wong Howe,Algiers 
1938,11,Cinematography,,Ernest Miller; Harry Wild,Army Girl 
1938,11,Cinematography,,Victor Milner,The Buccaneer 
1938,11,Cinematography,1,Joseph Ruttenberg,The Great Waltz 
1938,11,Cinematography,,Ernest Haller,Jezebel 
1938,11,Cinematography,,Joseph Valentine,Mad about Music 
1938,11,Cinematography,,Norbert Brodine,Merrily We Live 
1938,11,Cinematography,,Peverell Marley,Suez 
1938,11,Cinematography,,Robert de Grasse,Vivacious Lady 
1938,11,Cinematography,,Joseph Walker,You Can't Take It with You 
1938,11,Cinematography,,Leon Shamroy,The Young in Heart 
1938,11,Directing,,Michael Curtiz,Angels with Dirty Faces 
1938,11,Directing,,Norman Taurog,Boys Town 
